Rank,Name,Symbol,marketcap,price (USD),country,sector
1300,Digital Bros,DIB.MI,214479580,14.7378,Italy,entertainment
1301,Lubelski Wegiel Bogdanka,LWB.WA,213660874,6.28163,Poland,energy
1302,Oriola,OKDBV.HE,213327213,1.17525,Finland,healthcare
1303,Alan Allman Associates,AAA.PA,213001108,4.62455,France,services
1304,Zumtobel Group,ZAG.VI,212850394,5.02744,Austria,manufacturing
1305,Biotalys,BTLS.BR,211187276,5.62887,Belgium,#N/D
1306,Aspo Oyj,ASPO.HE,210599613,6.70326,Finland,#N/D
1307,Agfa-Gevaert,AGFB.BR,210284397,1.28226,Belgium,manufacturing
1308,Digia Oyj,DIGIA.HE,208864259,7.82436,Finland,sw
1309,Sabaf S.p.A.,SAB.MI,208591457,16.5246,Italy,manufacturing
1310,Dexelance,DEX.MI,208159310,7.75429,Italy,#N/D
1311,Innate Pharma,IPHA,207405056,2.19,France,biotech
1312,Exacompta Clairefontaine,ALEXA.PA,206132057,182179,France,manufacturing
1313,Vista Alegre Atlantis,VAF.LS,205573393,1.22621,Portugal,manufacturing
1314,Byggmästare Anders J Ahlström,AJA-B.ST,205346203,28.1788,Sweden,investment
1315,Carbios SAS,ALCRB.PA,204459653,12.1453,France,biotech
1316,Civitanavi Systems,CNS.MI,203943037,6.64366,Italy,manufacturing
1317,technotrans,TTR1.DE,203285111,29.4289,Germany,manufacturing
1318,Genfit,GNFT,203106384,4.0619,France,biotech
1319,ADM Hamburg,OEL.F,202874732,261591,Germany,#N/D
1320,Verkkokauppa.com,VERK.HE,202108907,4.46105,Finland,ecommerce
1321,Teixeira Duarte,TDSA.LS,201097747,0.478804,Portugal,#N/D
1322,Pkp Cargo,PKP.WA,200918366,4.4861,Poland,transportation
1323,Fountaine Pajot,ALFPC.PA,200505394,120285,France,manufacturing
1324,lastminute.com,LMN.SW,199773347,18.8329,Netherlands,internet
1325,Fabasoft,FAA.DE,199469757,18.5099,Austria,sw
1326,Heidelberg Pharma,HPHA.DE,199199235,4.2742,Germany,#N/D
1327,Knaus Tabbert AG,KTA.DE,198263039,19.1055,Germany,manufacturing
1328,Roularta Media Group,ROU.BR,197106884,15.9991,Belgium,#N/D
1329,TOYA S.A.,TOA.WA,195148835,2.63582,Poland,manufacturing
1330,BEST S.A.,BST.WA,194884498,6.84273,Poland,financial
1331,Latécoère S.A.,LAT.PA,192692412,0.0151816,France,#N/D
1332,Azerion Group,AZRN.AS,192644990,1.57655,Netherlands,entertainment
1333,Branicks Group,BRNK.DE,191469732,2.29125,Germany,investment
1334,Solocal Group,LOCAL.PA,190106739,5.3194,France,#N/D
1335,Diana Shipping,DSX,189292128,1635,Greece,transportation
1336,Lafinca Global Assets,YLFG.MC,188019583,4.97489,Spain,investment
1337,Emak S.p.A.,EM.MI,187880398,1.15263,Italy,#N/D
1338,La Française de l'Energie,FDE.PA,187668640,34.4505,France,energy
1339,029 Group,Z29.DE,186850404,37.3701,Germany,#N/D
1340,UBM Development,UBS.VI,186739060,24.9912,Austria,real_state
1341,Gobarto,GOB.WA,185663881,6.67851,Poland,food
1342,Intred,ITD.MI,184902638,11.6314,Italy,internet
1343,Visiativ SA,ALVIV.PA,184832369,40.1999,France,services
1344,Quirin Privatbank,QB7.DE,184541587,4.25085,Germany,bank
1345,Arctic Paper,ARP.ST,181905201,2.61208,Poland,#N/D
1346,Talenom,TNOM.HE,181635839,3.99393,Finland,financial
1347,Aumann AG,AAG.DE,180592373,12589,Germany,manufacturing
1348,Vente-Unique.com,ALVU.PA,180235507,18.1011,France,ecommerce
1349,Annehem Fastigheter,ANNE-B.ST,179868756,2.03267,Sweden,real_state
1350,Fasadgruppen Group,FG.ST,178866717,3.32974,Sweden,#N/D
1351,BICO Group,BICO.ST,178760943,2.53293,Sweden,biotech
1352,Lhyfe SA,LHYFE.PA,178661236,3.72533,France,energy
1353,Vitruvio Real Estate,YVIT.MC,178102086,18.5683,Spain,investment
1354,Gefran,GE.MI,177457808,12.4956,Italy,#N/D
1355,Precia S.A.,ALPM.PA,176067846,31.1807,France,manufacturing
1356,SNGULAR,SNG.MC,174582796,3.29324,Spain,sw
1357,LEWAG Holding,KGR.F,174252949,36.6694,Germany,#N/D
1358,CM.com,CMCOM.AS,174155806,5.33691,Netherlands,telecommunication
1359,The NAGA Group,N4G.DE,173982390,0.747402,Germany,financial
1360,Sanok Rubber Company,SNK.WA,173806843,6.95222,Poland,manufacturing
1361,WALLIX Group,ALLIX.PA,172905422,25.9255,France,sw
1362,Cegedim SA,CGM.PA,172849908,12554,France,sw
1363,Deezer,DEEZR.PA,172548986,1.37802,France,entertainment
1364,MDxHealth,MDXH,172003120,3475,Belgium,biotech
1365,Mediclin,MED.DE,171960762,3.62023,Germany,healthcare
1366,Streamwide,ALSTW.PA,171619667,64697,France,sw
1367,Detection Technology,DETEC.HE,171150299,11.6782,Finland,#N/D
1368,Soltec Power Holdings,SOL.MC,169845784,1.86617,Spain,energy
1369,Björn Borg,BORG.ST,168536989,6.7017,Sweden,clothing
1370,Seanergy Maritime,SHIP,167637264,8.02,Greece,transportation
1371,Aquafil,ECNL.MI,167052314,1.92456,Italy,#N/D
1372,Inclusio,INCLU.BR,166875217,21.8965,Belgium,real_state
1373,OSE Immunotherapeutics,OSE.PA,164942119,7.20542,France,biotech
1374,Merkur PrivatBank,MBK.DE,161697705,20.7871,Germany,bank
1375,Transgene SA,TNG.PA,161210324,1.21453,France,biotech
1376,Dadelo,DAD.WA,160396362,13.7402,Poland,retail
1377,Leifheit,LEI.DE,159920178,17.5172,Germany,#N/D
1378,Ekopak,EKOP.BR,159857509,8.99218,Belgium,#N/D
1379,OMER S.p.A.,OMER.MI,159847269,5.58216,Italy,manufacturing
1380,Franchi Umberto Marmi,FUM.MI,159412244,4.84643,Italy,#N/D
1381,NSE SA,ALNSE.PA,159349275,45.8951,France,#N/D
1382,Gévelot SA,ALGEV.PA,158969278,211375,France,manufacturing
1383,Selvita,SLV.WA,158258293,8.62185,Poland,biotech
1384,Kulmbacher Brauerei,KUL.MU,156954339,46.7126,Germany,#N/D
1385,Masterflex,MZX.DE,156692403,16291,Germany,manufacturing
1386,Westag AG,WUG3.F,156547865,38.5379,Germany,manufacturing
1387,Nicolás Correa,NEA.MC,156158123,12846,Spain,manufacturing
1388,Bike24 Holding,BIKE.DE,155762813,3.50345,Germany,ecommerce
1389,AGROB Immobilien,AGR.F,153723238,45.7783,Germany,real_state
1390,Nightingale Health,HEALTH.HE,153321164,2.53416,Finland,healthcare
1391,Brouwerij Handelsmaatschappij,COBH.BR,153275722,2043.68,Belgium,#N/D
1392,Quercus TFI,QRS.WA,152946580,3.25714,Poland,financial
1393,Bastei Lübbe,BST.DE,152302923,11538,Germany,entertainment
1394,CBo Territoria,CBOT.PA,152144006,4.26252,France,real_state
1395,Sloman Neptun,NEP.HM,151732450,75908,Germany,transportation
1396,Lemonsoft,LEMON.HE,151337541,8.43162,Finland,sw
1397,Texaf,TEXF.BR,150766779,40.4064,Belgium,investment
1398,Unifiedpost Group,UPG.BR,150674352,4.05784,Belgium,sw
1399,VITA 34,V3V.DE,150642673,8.64183,Germany,biotech
1400,Answear.com,ANR.WA,149561727,7.88283,Poland,clothing
1401,Arise AB,ARISE.ST,149362339,3.66219,Sweden,electricity
1402,Sport Lisboa e Benfica,SLBEN.LS,149340185,6.49305,Portugal,#N/D
1403,Easy Software,ESY.HM,148957590,23.1227,Germany,sw
1404,Valsoia S.p.A.,VLS.MI,147797380,13.6634,Italy,food
1405,Entech SA,ALESE.PA,147301787,9.71622,France,electricity
1406,Bloober Team,6BO.SG,146556226,6.66822,Poland,entertainment
1407,CI Games,CI7.F,146525611,0.750905,Poland,entertainment
1408,Heliad AG,A7A.DE,146342255,17.4004,Germany,investment
1409,clearvise AG,ABO.DE,146082140,1.93857,Germany,energy
1410,Freelance.com SA,ALFRE.PA,145825165,2.58087,France,internet
1411,Tele Columbus,TC1.HM,145485872,0.490482,Germany,telecommunication
1412,Ten Square Games,TEN.WA,145006888,22.8547,Poland,entertainment
1413,Fortinova Fastigheter AB,FNOVA-B.ST,142488992,2.77566,Sweden,real_state
1414,Keyrus,ALKEY.PA,142232863,8.94546,France,services
1415,Nabaltec,NTG.DE,139250263,15.8239,Germany,#N/D
1416,Ambra,AMB.WA,137985660,5.47419,Poland,#N/D
1417,q.beyond,QBY.DE,137338055,1.10242,Germany,services
1418,Piquadro,PQ.MI,137010226,2.89618,Italy,#N/D
1419,FCR Immobilien,FC9.DE,136016948,13.7802,Germany,real_state
1420,GEOX,GEO.MI,135127549,0.36903,Italy,clothing
1421,Schloss Wachenheim,SWA.DE,135036787,17.0501,Germany,#N/D
1422,Vranken-Pommery Monopole,VRAP.PA,134918380,15.1816,France,#N/D
1423,Brockhaus Technologies,BKHT.DE,134198688,12.7292,Germany,investment
1424,Piscines Desjoyaux,ALPDX.PA,134155301,14948,France,#N/D
1425,Naturhouse Health,NTH.MC,133718959,2.23053,Spain,food
1426,NFON AG,NFN.DE,133448082,8.05792,Germany,sw
1427,ADLPartner (Dékuple),DKUPL.PA,133121411,32.8156,France,#N/D
1428,Sequans Communications,SQNS,132511808,0.9285,France,semiconductor
1429,Orrön Energy,ORRON.ST,129446453,0.45276,Sweden,energy
1430,Laiqon AG,LQAG.DE,128868098,6.09599,Germany,financial
1431,R. Stahl AG,RSL2.DE,128604462,19.9696,Germany,manufacturing
1432,Banca Profilo,PRO.MI,127299545,0.192689,Italy,bank
1433,Deutsche Konsum REIT-AG,DKG.DE,127009675,2.52248,Germany,investment
1434,Suominen,SUY1V.HE,126501741,2.18965,Finland,#N/D
1435,Columbus Energy,CLC.WA,125744185,1.82838,Poland,#N/D
1436,PCC Exol,PCX.WA,125353512,0.719856,Poland,#N/D
1437,Altisource Portfolio,ASPS,124714432,11.3514,Luxembourg,financial
1438,Dominion Hosting,DHH.MI,124424515,23.8234,Italy,internet
1439,Llorente &amp; Cuenca,LLYC.MC,124375028,10.6855,Spain,services
1440,Bulten AB,BULTEN.ST,123156396,5.86794,Sweden,manufacturing
1441,Micro Systemation,MSAB-B.ST,122795086,6.64893,Sweden,sw
1442,Gateway Real Estate,GTY.F,122575453,0.656312,Germany,real_state
1443,Kapsch TrafficCom,KTCG.VI,121908210,8.52505,Austria,services
1444,Fleury Michon,ALFLE.PA,121763289,29.3122,France,food
1445,Catana Group,CATG.PA,121214843,3.89351,France,manufacturing
1446,11 bit studios,11B.WA,120810050,49.9793,Poland,entertainment
1447,centrotherm international,CTNK.F,120603191,5.69894,Germany,manufacturing
1448,Reworld Media,ALREW.PA,120229247,2.17214,France,#N/D
1449,Somec S.p.A.,SOM.MI,119888862,16.4662,Italy,#N/D
1450,Beta Systems Software,BSS.F,118965519,25.8621,Germany,sw
1451,Vitura SA,VTR.PA,117467393,6.89011,France,investment
1452,Umbrella Solar Investment,USI.MC,117386848,5.44516,Spain,energy
1453,MRM,MRM.PA,116992105,36549,France,investment
1454,Sensorion,ALSEN.PA,116872704,0.378372,France,biotech
1455,Fractal Gaming Group,FRACTL.ST,116787946,3.87854,Sweden,#N/D
1456,Netfonds AG,NF4.DE,116459185,49.9825,Germany,financial
1457,Clere AG,CAG0.HM,116411240,14948,Germany,electricity
1458,SCHMID Group,SHMD,115863688,2.6906,Germany,manufacturing
1459,Pekabex,PBX.WA,114499897,4612,Poland,#N/D
1460,KHD Humboldt Wedag International,KWG.DE,114347888,2.3006,Germany,#N/D
1461,Grammer AG,GMM.DE,114033335,7.64919,Germany,manufacturing
1462,Procaps Group,PROC,113952240,1.01,Luxembourg,biotech
1463,VIGO Photonics,VGO.WA,113734334,130012,Poland,manufacturing
1464,Erbud,ERB.WA,113632374,9.52509,Poland,#N/D
1465,Imperial Petroleum,IMPP,113102120,3.2864,Greece,oil_gas
1466,Lokum Deweloper,LKD.WA,112823008,6.26794,Poland,real_state
1467,Magnachip,MX,112262496,3125,Luxembourg,semiconductor
1468,Wielton,WLT.WA,110718862,1.83385,Poland,manufacturing
1469,Urbas Grupo Financiero,UBS.MC,110655509,0.00245241,Spain,real_state
1470,CeoTronics,CEK.DE,110432092,13.8386,Germany,#N/D
1471,Prime Office A/S,PRIMOF.CO,109868657,29.1032,Denmark,real_state
1472,Aiforia Technologies Oyj,AIFORIA.HE,108886456,3.44505,Finland,sw
1473,Enad Global 7,EG7.ST,108846644,1.22847,Sweden,entertainment
1474,Bilendi SA,ALBLD.PA,108801168,23.5899,France,#N/D
1475,Eurofins-Cerep,ALECR.PA,108384445,21487.8,France,biotech
1476,Prodware,ALPRO.PA,108158917,14.0138,France,services
1477,High Co.,HCO.PA,107882294,5.4537,France,#N/D
1478,IO Biotech,IOBT,106727056,1.62,Denmark,biotech
1479,Deoleo,OLE.MC,106563121,0.213126,Spain,food
1480,Almawave,AIW.MI,106442602,3.55016,Italy,sw
1481,Nexstim,NXTMH.HE,106115960,14.7729,Finland,#N/D
1482,Ekinops,EKI.PA,105907453,3.88882,France,#N/D
1483,Garo Aktiebolag,GARO.ST,105010863,2.10022,Sweden,electricity
1484,Gascogne Groupe,ALBI.PA,104622446,2.7794,France,#N/D
1485,Senzime AB,SEZI.ST,104365217,0.663838,Sweden,#N/D
1486,Tubos Reunidos,TRG.MC,104164476,0.597921,Spain,#N/D
1487,Mercor,MCR.WA,104100129,6.80415,Poland,#N/D
1488,Møns Bank,MNBA.CO,103895293,51.9476,Denmark,bank
1489,Ringmetall,HP3A.DE,103878473,3.57351,Germany,manufacturing
1490,MGI Digital Technology,ALMDG.PA,103848044,16.5363,France,manufacturing
1491,Elica S.p.A.,ELC.MI,103178970,1.73421,Italy,#N/D
1492,Edel SE &amp; Co. KGaA,EDL.DE,102857457,4.83475,Germany,entertainment
1493,Nacon,NACON.PA,102504739,0.913231,France,entertainment
1494,PWO AG,PWO.DE,102183815,32.6988,Germany,manufacturing
1495,CTEK AB,CTEK.ST,101472623,1.4501,Sweden,#N/D
1496,Kamux,KAMUX.HE,100114231,2.5108,Finland,retail
1497,Apetit Oyj,APETIT.HE,99850081,16.0575,Finland,food
1498,Exasol AG,EXL.DE,99656579,3.74869,Germany,sw
1499,Rottneros,RROS.ST,98626149,0.369385,Sweden,#N/D
1500,Qrf,QRF.BR,97911592,12.4372,Belgium,investment
1501,Prevas AB,PREV-B.ST,97774012,7.49324,Sweden,services
1502,Mr.Bricolage,ALMRB.PA,96107944,9.36588,France,retail
1503,ATARI,ALATA.PA,96067780,0.172837,France,entertainment
1504,DATA MODUL,DAM.DE,95535883,27.0933,Germany,manufacturing
1505,Guillemot Corporation,GUI.PA,95385870,6.51641,France,#N/D
1506,SBF AG,CY1K.DE,95362514,9.51769,Germany,manufacturing
