Rank,Name,Symbol,marketcap,price (USD),country,sector
522,B&M European Value Retail,BME.L,3300638731,3.28808,Luxembourg,retail
523,NH Hotel Group,NHH.MC,3296740689,7.56744,Spain,#N/D
524,Signify,LIGHT.AS,3291404241,26416,Netherlands,manufacturing
525,Virbac SA,VIRP.PA,3287338078,392386,France,biotech
526,Melexis NV,MELE.BR,3259446843,80.2873,Belgium,semiconductor
527,Perrigo,PRGO,3259341568,23.69,Ireland,biotech
528,Motor Oil (Hellas) Corinth Refineries,MOH.AT,3246455807,29.9428,Greece,energy
529,Carel Industries,CRL.MI,3212307326,27.9108,Italy,manufacturing
530,Viscofan,VIS.MC,3202006039,69.7186,Spain,#N/D
531,Immofinanz,IMO1.F,3179807614,22.8425,Austria,real_state
532,TAG Immobilien,TEG.F,3168657577,17.7508,Germany,real_state
533,ID Logistics Group,IDL.PA,3148610173,482308,France,transportation
534,Ebro Foods,EBRO.MC,3148096260,20.4601,Spain,food
535,Vicat S.A.,VCT.PA,3136311231,70.4192,France,#N/D
536,VGP NV,VGP.BR,3136053527,113512,Belgium,real_state
537,Danieli &amp; C. Officine Meccaniche,DAN.MI,3127340319,48.2308,Italy,#N/D
538,HEXPOL AB,HPOL-B.ST,3111678383,9.0341,Sweden,#N/D
539,Acerinox,ACX.MC,3099904701,12.4372,Spain,#N/D
540,Wihlborgs Fastigheter AB,WIHL.ST,3075824156,10.0051,Sweden,real_state
541,Thule Group AB,THULE.ST,3072888070,28.4954,Sweden,#N/D
542,HELLENiQ ENERGY,ELPE.AT,3067771813,10.0374,Greece,energy
543,Pluxee,PLX.PA,3062832983,20.4835,France,services
544,Kojamo,KOJAMO.HE,3051482942,12.3555,Finland,real_state
545,Valeo,FR.PA,2991108138,12.1219,France,#N/D
546,Samsonite International,1SO.F,2990681820,2.14061,Luxembourg,#N/D
547,Globant,GLOB,2984197632,67.74,Luxembourg,sw
548,Sonae,SON.LS,2942556630,1.50181,Portugal,#N/D
549,Loomis AB,LOOMIS.ST,2940251293,43.2708,Sweden,transportation
550,SES S.A.,SESG.PA,2928416390,6.95434,Luxembourg,telecommunication
551,DO &amp; CO Aktiengesellschaft,DOC.VI,2924486851,266262,Austria,food
552,LEW (Lechwerke),LEC.F,2918188049,82331,Germany,electricity
553,Unibel S.A.,UNBL.PA,2915692559,1370.66,France,food
554,Bavarian Nordic,BAVA.CO,2888434878,37.0988,Denmark,biotech
555,BioArctic AB,BIOA-B.ST,2887137402,32.6114,Sweden,biotech
556,Almirall,ALM.MC,2856563291,13.3131,Spain,biotech
557,Benefit Systems,BFT.WA,2855673477,871764,Poland,services
558,Carmila,CARM.PA,2844963618,20.0164,France,investment
559,Société Industrielle et Financière de l'Artois,ARTO.PA,2844481993,10685.5,France,investment
560,Corem Property Group AB,CORE-PREF.ST,2838676637,26.6485,Sweden,real_state
561,Proximus,PROX.VI,2831618613,8.66519,Belgium,telecommunication
562,Coface,COFA.PA,2812173017,18.8369,France,insurance
563,Catena AB,CATE.ST,2806762047,46.5003,Sweden,real_state
564,The Navigator Company,NVG.LS,2798908731,3.88415,Portugal,#N/D
565,Altarea,ALTA.PA,2791915144,119117,France,real_state
566,Fabege AB,FABG.ST,2768880183,8.80192,Sweden,real_state
567,Ströer,SAX.F,2735999339,48.9898,Germany,#N/D
568,ALTEN,ATE.PA,2732660546,78.5356,France,services
569,Bank für Tirol und Vorarlberg,BTS.VI,2729644332,73.5723,Austria,bank
570,Cenergy Holdings,CENER.BR,2702316041,12.6591,Belgium,energy
571,NewAmsterdam Pharma Company,NAMS,2701945600,23.99,Netherlands,biotech
572,ENAV,ENAV.MI,2695708712,4.96789,Italy,#N/D
573,Van Lanschot Kempen,VLK.AS,2689307366,62.4781,Netherlands,bank
574,Enea,ENA.WA,2682358557,5.06362,Poland,electricity
575,Hufvudstaden AB,HUFV-A.ST,2671033777,13.2029,Sweden,real_state
576,Sinch,SINCH.ST,2649339508,3.13555,Sweden,telecommunication
577,GN Store Nord,GN.CO,2642931552,18.1504,Denmark,#N/D
578,CMB.TECH,CMBT,2642251008,8415,Belgium,energy
579,Hemnet Group AB,HEM.ST,2636863736,27.8411,Sweden,internet
580,Gek Terna,GEKTERNA.AT,2621854968,26.1357,Greece,#N/D
581,Polestar,PSNY,2617323264,1235,Sweden,#N/D
582,BIC,BB.PA,2599364159,62.4781,France,manufacturing
583,CA Immo,BZY.F,2594568232,27.07,Austria,real_state
584,Cementir,CEM.MI,2564459906,16.4195,Italy,#N/D
585,Forvia SE,FRVIA.PA,2557073784,13.3481,France,manufacturing
586,Kalmar Oyj,KALMAR.HE,2552559179,46736,Finland,#N/D
587,Kinnevik,KINV-A.ST,2545066091,9.46681,Sweden,investment
588,Munters Group AB,MTRS.ST,2529509418,13.8572,Sweden,#N/D
589,Ceconomy,CEC.DE,2518752112,5.19094,Germany,retail
590,Tradegate Exchange,T2G.F,2505096785,102768,Germany,financial
591,BFF Bank,BFF.MI,2494008933,13173,Italy,bank
592,KWS,KWS.F,2485694239,75.3241,Germany,#N/D
593,Financière Moncey Société anonyme,FMONC.PA,2481946319,133131,France,investment
594,Grupa Kety,KTY.WA,2473492564,251813,Poland,#N/D
595,K+S,SDF.F,2470175790,13.7218,Germany,#N/D
596,H&amp;K AG (Heckler &amp; Koch),MLHK.PA,2465522169,69485,Germany,#N/D
597,Lanxess,LXS.F,2464456374,28.3779,Germany,#N/D
598,Bakkafrost,BAKKA.OL,2441041005,41175,Denmark,food
599,Antin Infrastructure Partners,ANTIN.PA,2433131427,13.6167,France,investment
600,Hornbach Baumarkt,HBM.HM,2432962066,76.4919,Germany,retail
601,XTB S.A.,XTB.WA,2428190323,20676,Poland,financial
602,MFE-Mediaforeurope,MFEA.MI,2416551219,3.53147,Italy,entertainment
603,KRUK Spólka Akcyjna,KRU.WA,2407596026,124127,Poland,financial
604,Südzucker,SZU.F,2400571324,11.7599,Germany,food
605,EMEIS,EMEIS.PA,2385391298,14.5276,France,#N/D
606,BillerudKorsnäs,BILL.ST,2368878884,9.52485,Sweden,#N/D
607,Anima Holding,ANIM.MI,2368008082,7.26965,Italy,financial
608,Betsson AB,BETS-B.ST,2364421368,17.15,Sweden,entertainment
609,Lisi S.A.,FII.PA,2362555638,50.6832,France,manufacturing
610,Solvac,SOLV.BR,2361409572,110475,Belgium,investment
611,Aperam,APAM.AS,2357160145,30.5033,Luxembourg,#N/D
612,NOS,NOS.LS,2351368082,4.55448,Portugal,telecommunication
613,Philip Morris ČR,TABAK.PR,2350382054,856.12,Czech Republic,#N/D
614,OPmobility,OPM.PA,2345322350,16.0808,France,manufacturing
615,MVV Energie,MVV1.F,2332097527,35268,Germany,electricity
616,REN (Redes Energéticas Nacionais),RENE.LS,2316123910,3.49177,Portugal,electricity
617,Gestamp Automoción,GEST.MC,2312621138,4064,Spain,#N/D
618,Peugeot Invest Société anonyme,PEUG.PA,2304608245,90856,France,investment
619,Grafton Group,GFTU.L,2290722091,11.8055,Ireland,#N/D
620,Österreichische Post,POST.VI,2287779302,33.8666,Austria,#N/D
621,NV Bekaert,BEKB.BR,2285743828,45136,Belgium,manufacturing
622,Grand City Properties,GYC.DE,2274823693,12916,Luxembourg,real_state
623,AddLife AB,ALIF-B.ST,2272600596,18.6487,Sweden,healthcare
624,Clas Ohlson AB,CLAS-B.ST,2260811726,35.6298,Sweden,retail
625,Peab,PEAB-B.ST,2255575879,7.84679,Sweden,#N/D
626,Bure Equity AB,BURE.ST,2249007294,30.3318,Sweden,investment
627,Gelsenwasser,WWG.F,2248043845,653976,Germany,#N/D
628,Exail Technologies,EXA.PA,2240420199,128693,France,tech
629,Elecnor,ENO.MC,2235452370,26.3926,Spain,#N/D
630,ProSiebenSat.1 Media,PSM.F,2234806166,9.62863,Germany,entertainment
631,Inter Cars,CAR.WA,2218182756,156562,Poland,#N/D
632,TietoEVRY,TIETO.HE,2215111685,18.7084,Finland,services
633,Imerys,NK.PA,2191563004,25762,France,#N/D
634,Cyfrowy Polsat,CPS.WA,2178843439,3.95647,Poland,telecommunication
635,Ardagh Metal Packaging,AMBP,2178616320,3645,Luxembourg,#N/D
636,Star Bulk Carriers,SBLK,2173642496,19015,Greece,transportation
637,Mainova,MNV6.F,2170691813,394721,Germany,electricity
638,Galapagos NV,GLPG,2150222336,32.63,Belgium,biotech
639,Grenergy Renovables,GRE.MC,2140741637,75908,Spain,energy
640,Aktieselskabet Schouw & Co.,SCHO.CO,2120206622,92786,Denmark,#N/D
641,Ermenegildo Zegna,ZGN,2117831808,8335,Italy,clothing
642,Atrium Ljungberg,ATRLJ-B.ST,2107151371,3.34188,Sweden,real_state
643,TF1,TFI.PA,2098913455,9.92643,France,entertainment
644,Moltiply Group (Gruppo Mutuionline),MOL.MI,2091413878,54.3034,Italy,financial
645,Sanoma,SANOMA.HE,2079570851,12.7759,Finland,#N/D
646,Construcciones y Auxiliar de Ferrocarriles,CAF.MC,2075460590,60.6096,Spain,manufacturing
647,Solaria Energía,SLR.MC,2073518243,16.5947,Spain,electricity
648,Meliá Hotels International,MEL.MC,2067208529,9.38923,Spain,#N/D
649,Técnicas Reunidas,TRE.MC,2064832539,26.4393,Spain,#N/D
650,Dermapharm,DMP.F,2043442653,37954,Germany,#N/D
651,STEF SA,STF.PA,2038493509,161158,France,transportation
652,Caisse Régionale de Crédit Agricole Mutuel du Languedoc,CRLA.PA,2035183416,102429,France,bank
653,Wacker Neuson,WAC.F,2029418110,29.8377,Germany,manufacturing
654,Optima bank,OPTIMA.AT,2028935737,9.16735,Greece,bank
655,Adient,ADNT,2026679040,24945,Ireland,#N/D
656,Believe S.A.,BLV.PA,2022782828,20.0864,France,entertainment
657,Embracer Group,EMBRAC-B.ST,2014701623,8.95495,Sweden,entertainment
658,Constellium,CSTM,2005873280,14375,France,#N/D
659,NCC,NCC-B.ST,2002577515,20.4534,Sweden,#N/D
660,Viohalco,VIO.BR,1988646903,7.67254,Belgium,#N/D
661,Ariston Holding,ARIS.MI,1986211719,5.2902,Italy,manufacturing
662,Bravida Holding,BRAV.ST,1982966000,9.69372,Sweden,#N/D
663,Robertet,CBE.PA,1976921667,817471,France,#N/D
664,Vitrolife AB,VITR.ST,1968405097,14.5327,Sweden,biotech
665,Vossloh AG,VOS.DE,1962971117,101.6,Germany,#N/D
666,Basic-Fit,BFIT.AS,1960583916,29.9895,Netherlands,#N/D
667,Argan SA,ARG.PA,1958391488,75.7912,France,investment
668,Outokumpu,OUT1V.HE,1952168622,4.12706,Finland,#N/D
669,Vaisala,VAIAS.HE,1951620777,53.7779,Finland,#N/D
670,OEM International,OEM-B.ST,1950356295,14.0577,Sweden,#N/D
671,Paradox Interactive,PDX.ST,1944088798,18.4059,Sweden,entertainment
672,Métropole Télévision (Groupe M6),MMT.PA,1940737563,15.4152,France,entertainment
673,Systemair AB,SYSR.ST,1928805761,9.28739,Sweden,#N/D
674,Atoss,AOF.F,1928149077,121219,Germany,sw
675,Hornbach Holding,HBH.DE,1920437985,120051,Germany,retail
676,Redcare Pharmacy,RDC.DE,1912396094,95.1185,Netherlands,ecommerce
677,Gimv NV,GIMB.BR,1910113380,51.3255,Belgium,financial
678,Bufab AB,BUFAB.ST,1902817163,10042,Sweden,#N/D
679,Rai Way,RWAY.MI,1897066587,7.0536,Italy,#N/D
680,AQ Group,AQ.ST,1894639611,20.6539,Sweden,#N/D
681,Elekta AB,EKTA-B.ST,1888043792,4.92232,Sweden,#N/D
682,Cadeler A/S,CDLR,1867739776,21.21,Denmark,#N/D
683,MM Group (Mayr-Melnhof AG),MYM.F,1861060963,94.3595,Austria,#N/D
684,Per Aarsleff Holding A/S B,PAAL-B.CO,1858863224,99.3577,Denmark,#N/D
685,Icade,ICAD.PA,1852121741,24.3139,France,investment
686,OVH Groupe,OVH.PA,1851418735,12.2153,France,internet
687,Alleima AB,ALLEI.ST,1850724548,7.39825,Sweden,#N/D
688,Hamburger Hafen,HHFA.F,1844689280,24.5241,Germany,#N/D
689,Aktor,AKTR.AT,1841298170,9.02721,Greece,#N/D
690,Ipsos,IPS.PA,1835379945,42.5318,France,services
691,Montea Comm,MONT.BR,1835350198,79.7618,Belgium,real_state
692,Tessenderlo Group,TESB.BR,1832409771,30188,Belgium,#N/D
693,Jeudan,JDAN.CO,1828570942,33.0149,Denmark,real_state
694,Metrovacesa,MVC.MC,1823243039,12.0285,Spain,real_state
695,KSB SE &amp; Co. KGaA,KSB.DE,1819880778,1068.55,Germany,manufacturing
696,Pfeiffer Vacuum,PFV.F,1811555173,182413,Germany,manufacturing
697,Clariane,CLARI.PA,1809028507,5.03795,France,#N/D
698,Neinor Homes,HOME.MC,1808777829,20.1798,Spain,real_state
699,Afry AB,AFRY.ST,1800039456,15.8941,Sweden,#N/D
700,Dometic Group,DOM.ST,1797252941,5.62521,Sweden,#N/D
701,Kontron AG,KTN.F,1796783527,29102,Austria,tech
702,Netcompany Group,NETC.CO,1795297370,38.2097,Denmark,services
703,Fagron,FAGR.BR,1775335792,24.2906,Belgium,biotech
704,Vimian Group,VIMIAN.ST,1771853981,3.3308,Sweden,healthcare
705,Storskogen Group,STOR-B.ST,1767333459,1.04779,Sweden,investment
706,Dürr,DUE.F,1761772396,25.4584,Germany,#N/D
707,Prodea Real Estate Investment Company,PRODEA.AT,1760388357,6.89011,Greece,investment
708,Dom Development,DOM.WA,1751193520,67.8799,Poland,real_state
709,Proeduca Altus,PRO.MC,1751047033,38.7715,Spain,#N/D
710,Eurocommercial Properties,ECMPA.AS,1736833547,31823,Netherlands,investment
711,(DIA) Distribuidora Internacional de Alimentación,DIA.MC,1725431636,29.7209,Spain,food
712,Eramet,ERA.PA,1722288065,60.1425,France,#N/D
713,Lindab International,LIAB.ST,1721988719,22.3531,Sweden,#N/D
714,Gerresheimer,GXI.F,1719134329,49.7723,Germany,manufacturing
715,Aixtron,AIXA.F,1714905681,15205,Germany,manufacturing
716,AlzChem Group,ACT.DE,1708362777,169.1,Germany,#N/D
717,Eutelsat,ETL.PA,1704974955,3.59103,France,telecommunication
718,Pharma Mar,PHM.MC,1686625947,96.7535,Spain,biotech
719,Elmos Semiconductor,ELG.DE,1685592888,98.33,Germany,semiconductor
720,Realia Business,RLIA.MC,1681827479,1.1141,Spain,real_state
721,Danaos,DAC,1678267136,91.66,Greece,transportation
722,Semapa,SEM.LS,1669414184,20.6703,Portugal,#N/D
723,Friedrich Vorwerk Group,VH2.DE,1667639853,83382,Germany,energy
724,TeamViewer,TMV.DE,1663428992,10.6563,Germany,internet
725,Xior Student Housing,XIOR.BR,1660476307,35.56,Belgium,investment
726,Caisse Régionale de Crédit Agricole Mutuel Nord de France,CNDF.PA,1657041399,27.9458,France,bank
727,NP3 Fastigheter AB,NP3.ST,1654033372,26.8596,Sweden,real_state
728,Prosegur,PSG.MC,1648440600,3.09471,Spain,#N/D
729,TKH Group,TWEKA.AS,1643249448,41.2005,Netherlands,manufacturing
730,Deutsche EuroShop,DEQ.F,1641722357,21.6746,Germany,investment
731,Nolato AB,NOLA-B.ST,1638969828,6.0843,Sweden,manufacturing
732,Truecaller,TRUE-B.ST,1637810761,4.76612,Sweden,sw
733,Electrolux,ELUX-A.ST,1634456331,7.75708,Sweden,#N/D
734,Biotest,BIO.F,1631286537,49.2818,Germany,biotech
735,Fluxys Belgium,FLUX.BR,1593527808,23.3563,Belgium,energy
736,Soitec,SOI.PA,1576820392,42.9873,France,semiconductor
737,Dalata Hotel Group,DHG.IR,1575665507,7.45066,Ireland,#N/D
738,Terveystalo,TTALO.HE,1573758288,12.4256,Finland,healthcare
739,Gränges,GRNG.ST,1570757811,14.7754,Sweden,#N/D
740,Douglas Group,DOU.DE,1556962529,14.4576,Germany,retail
741,Vitec Software Group,VIT-B.ST,1553629562,39.0704,Sweden,sw
742,Industrie De Nora,DNR.MI,1549284173,7.75429,Italy,#N/D
743,Faes Farma,FAE.MC,1533949884,4.92818,Spain,biotech
744,Cimpress,CMPR,1533496064,62.64,Ireland,ecommerce
745,Wüstenrot &amp; Württembergische,WUW.F,1531050115,16.2093,Germany,#N/D
746,Planisware,PLNW.PA,1524271631,21698,France,sw
747,Pharvaris,PHVS,1514896128,23.56,Netherlands,biotech
748,Palfinger,PFI.F,1512390038,43.5011,Austria,manufacturing
749,Aegean Airlines,AEGN.AT,1507997559,16.8866,Greece,#N/D
750,Ubisoft,UBI.PA,1502686074,11.1293,France,entertainment
751,Cibus Nordic Real Estate,CIBUS.ST,1493542143,18.1948,Sweden,real_state
752,New Wave Group,NEWA-B.ST,1489982484,11.2293,Sweden,retail
753,OHB SE,OHB.DE,1489645112,77.7765,Germany,#N/D
754,Norion Bank,NORION.ST,1487280373,7.31382,Sweden,bank
755,secunet,YSN.F,1479257724,227257,Germany,tech
756,Dynavox Group,DYVOX.ST,1447942029,13414,Sweden,#N/D
757,Avadel Pharmaceuticals,AVDL,1445783296,14.89,Ireland,biotech
758,DEUTZ,DEZ.DE,1445471285,10.4169,Germany,manufacturing
759,Metsä Board,METSA.HE,1445091306,6.3062,Finland,#N/D
760,Nexus AG,NXU.DE,1438106838,83.2652,Germany,sw
761,Qt Group,QTCOM.HE,1432202365,56.4055,Finland,sw
762,Wavestone SA,WAVE.PA,1422992733,57.5733,France,services
763,ChemoMetec,CHEMM.CO,1422740685,81755,Denmark,biotech
764,Italmobiliare,ITM.MI,1419160805,33.0492,Italy,food
765,Salzgitter,SZG.F,1418678282,26.1824,Germany,#N/D
766,HelloFresh,HFG.DE,1413260517,8.70256,Germany,food
767,Electrica,ECEA.F,1409772245,14.0138,Romania,electricity
768,Barco NV,BAR.BR,1395858018,16653,Belgium,manufacturing
769,RHI Magnesita,RHF.F,1386424016,29.3122,Austria,#N/D
770,Dole PLC,DOLE,1385573376,14.56,Ireland,food
771,SeSa S.p.A.,SES.MI,1377132020,88462,Italy,services
772,About You,YOU.DE,1374990565,7.82436,Germany,clothing
773,PORR,ABS2.F,1369209713,34.8593,Austria,#N/D
774,thyssenkrupp nucera,NCH2.DE,1369069500,10.7906,Germany,energy
775,CompuGroup Medical,COP.DE,1369036614,26.4627,Germany,healthcare
776,Caisse Régionale de Crédit Agricole Mutuel Alpes Provence,CRAP.PA,1368152289,172813,France,bank
777,Intercos,ICOS.MI,1357176098,14.0838,Italy,#N/D
778,Drägerwerk,DRW8.F,1346905604,64.9305,Germany,#N/D
779,Fiskars,FSKRS.HE,1338282383,16583,Finland,#N/D
780,Karnov Group,KAR.ST,1334331020,12.3691,Sweden,services
781,B.F. S.p.A.,BFG.MI,1333422778,5.09167,Italy,food
782,Compagnie des Alpes,CDA.PA,1332358478,26.2758,France,#N/D
783,Sanlorenzo,SL.MI,1330059620,38.1292,Italy,manufacturing
784,Siltronic,WAF.F,1325895248,43.9332,Germany,semiconductor
785,Caisse régionale de Crédit Agricole Mutuel Atlantique Vendée,CRAV.PA,1321658826,175172,France,bank
786,Alma Media,ALMA.HE,1321213973,16.0575,Finland,#N/D
787,Juventus Turin,JUVE.MI,1321104852,3.46374,Italy,#N/D
788,Nokian Tyres,TYRES.HE,1313833382,9.52937,Finland,#N/D
789,Navitas Semiconductor,NVTS,1309627776,6.1454,Ireland,semiconductor
790,Puuilo,PUUILO.HE,1307139204,15.4969,Finland,retail
791,Befesa,BFSA.DE,1298654402,32.1616,Luxembourg,#N/D
792,Électricite de Strasbourg,ELEC.PA,1293499723,179.26,France,electricity
793,Eckert &amp; Ziegler,EUZ.F,1288896177,20.6003,Germany,#N/D
794,Ramsay Générale de Santé,GDS.PA,1288823978,11.6782,France,healthcare
795,Modern Times Group (MTG),MTG-B.ST,1287414597,10.4378,Sweden,entertainment
796,Criteo,CRTO,1287254016,24.6,France,tech
797,Northern Data AG,NB2.DE,1283457037,19.9112,Germany,tech
798,VIEL &amp; Cie,VIL.PA,1276667192,19.9112,France,investment
799,Adtran Networks,ADV.DE,1276590509,24.5241,Germany,telecommunication
800,Evotec,EVO,1260952960,3.55,Germany,biotech
801,Cosmo Pharmaceuticals,C43.F,1256423819,78.8275,Ireland,biotech
802,engcon AB,ENGCON-B.ST,1253631992,8.22145,Sweden,manufacturing
803,AMS-Osram,AMS.SW,1253070816,12.5843,Austria,manufacturing
804,Tarkett,TKTT.PA,1251247615,19.0938,France,#N/D
805,PNE AG,PNE3.DE,1248840384,16.3027,Germany,electricity
806,Comer Industries,COM.MI,1243526134,43.4427,Italy,manufacturing
807,Cembre S.p.A.,CMB.MI,1240992144,71.9374,Italy,manufacturing
808,Yubico,YUBICO.ST,1237313739,14.3163,Sweden,tech
809,Prosegur Cash,CASH.MC,1229571473,0.839659,Spain,transportation
810,Altri,ALTR.LS,1228922504,5.87411,Portugal,#N/D
811,Sedlmayr Grund und Immobilien AG,SPB.F,1226251291,1669.98,Germany,real_state
812,Grupa Pracuj,GPP.WA,1220115682,17.8732,Poland,services
813,Lenzing,LEN.F,1219925583,31.5894,Austria,manufacturing
814,Rusta AB,RUSTA.ST,1218746194,7.96816,Sweden,retail
815,OCI,OCI.AS,1217396077,5.76667,Netherlands,#N/D
816,Curevac,CVAC,1215934208,5.4,Germany,biotech
817,Biotage AB,BIOT.ST,1209834079,15.1131,Sweden,biotech
818,Polenergia,PEP.WA,1204725595,15.6014,Poland,electricity
819,Elvalhalcor Hellenic Copper and Aluminium Industry,ELHA.AT,1198720454,3.19981,Greece,#N/D
820,Mercialys,MERY.PA,1192653197,12.6591,France,investment
821,GasLog,GLOP-PA,1188540672,25.9,Greece,oil_gas
822,Corticeira Amorim,COR.LS,1188073643,8817,Portugal,#N/D
823,OVS S.p.A.,OVS.MI,1180762710,4.83709,Italy,clothing
824,Corbion,CRBN.AS,1179905216,20.2032,Netherlands,food
825,Neurones,NRO.PA,1173161187,47.8804,France,services
826,Telia Lietuva,ZWS.F,1170261866,1.95025,Lithuania,telecommunication
827,Banco di Desio e della Brianza,BDB.MI,1163846022,8.70022,Italy,bank
828,LuxExperience,LUXE,1163270144,8.53,Germany,clothing
829,Jenoptik,JEN.F,1159735014,20.2616,Germany,#N/D
830,Trustpilot Group,TRST.L,1159065994,2.83958,Denmark,internet
831,CTT - Correios De Portugal,CTT.LS,1155332444,8.61847,Portugal,#N/D
832,Caisse Régionale de Crédit Agricole Mutuel Sud Rhône Alpes,CRSU.PA,1147738695,251139,France,bank
833,eDreams ODIGEO,EDR.MC,1147114465,10.1483,Spain,#N/D
834,Retail Estates NV,RET.BR,1138636240,76.7254,Belgium,investment
835,Hypoport,HYQ.F,1133678874,169333,Germany,financial
836,Altareit,AREIT.PA,1133216307,648137,France,real_state
837,Creades AB,CRED-A.ST,1131921890,8.33755,Sweden,investment
838,Bilia AB,BILI-A.ST,1130159352,12.2108,Sweden,retail
839,Inwido AB,INWI.ST,1129958771,19493,Sweden,#N/D
840,Derichebourg,DBG.PA,1123954282,7.00689,France,#N/D
841,Mips AB,MIPS.ST,1123924600,42.4265,Sweden,#N/D
842,X-FAB,XFAB.PA,1116327647,8.32068,Belgium,semiconductor
843,Jumia,JMIA,1116250240,9115,Germany,ecommerce
844,Zeal Network,TIMA.F,1116232577,52902,Germany,internet
845,EL.En. S.p.A. (Elen Group),ELN.MI,1114190826,13.9204,Italy,#N/D
846,Scandinavian Tobacco Group,STG.CO,1111216871,14.1135,Denmark,#N/D
847,BASSAC,BASS.PA,1107129973,66.5655,France,real_state
848,Frey SA,FREY.PA,1102763354,34.5673,France,investment
849,Kinepolis Group,KIN.BR,1094870494,40.5816,Belgium,entertainment
850,Voltalia,VLTSA.PA,1088878874,8.17471,France,electricity
851,Ferretti,F3T1.F,1085879551,3.13208,Italy,manufacturing
852,Avio S.p.A.,AVIO.MI,1076150027,41.2823,Italy,#N/D
853,TF Bank AB,TFBANK.ST,1072586216,16.5907,Sweden,bank
854,GL Events SA,GLO.PA,1063573276,36.1439,France,#N/D
855,Wild Bunch,WBAH.F,1062504491,44377,Germany,entertainment
856,Aedas Homes,AEDAS.MC,1062030639,24.5825,Spain,#N/D
857,Plejd AB,PLEJD.ST,1060625729,94.8792,Sweden,#N/D
858,GVS S.p.A.,GVS.MI,1059046114,5.45954,Italy,#N/D
859,Lectra SA,LSS.PA,1054481135,27.3269,France,sw
860,Develia,DVL.WA,1053869384,2.27452,Poland,real_state
861,D/S Norden (Dampskibsselskabet Norden),DNORD.CO,1049935011,36.1756,Denmark,transportation
862,Kempower,KEMPOWR.HE,1043143576,18.8369,Finland,manufacturing
863,Einhell Germany,EIN.DE,1041148814,91.6735,Germany,manufacturing
864,Vetoquinol,VETO.PA,1038975541,88.0533,France,biotech
865,Navigo Invest,NAVIGO-STAM.ST,1038646691,0.236406,Sweden,investment
866,Spadel,SPA.BR,1027530281,247577,Belgium,#N/D
867,MBB SE,MBB.DE,1022306542,191755,Germany,#N/D
868,Fnac Darty,FNAC.PA,1018298825,34.8593,France,retail
869,Atos,ATO.PA,1016211332,52.0262,France,services
870,Volati AB,VOLO.ST,1015997286,11.4404,Sweden,investment
871,atai Life Sciences,ATAI,1008460288,4705,Germany,biotech
872,Worldline,WLN.PA,1001116286,3.37382,France,financial
873,AMAG Austria Metall,AM8.F,1000753721,28.1443,Austria,#N/D
874,Pharming Group,PHAR,1000316096,14.6,Netherlands,biotech
875,Arjo AB,ARJO-B.ST,998044992,3.6643,Sweden,healthcare
876,GAG Immobilien,GWK3.HM,989940464,61.3103,Germany,real_state
877,MedCap,MCAP.ST,978577212,65.2228,Sweden,biotech
878,Cloetta,CLA-B.ST,978482649,3.41312,Sweden,food
879,EuroTeleSites,ETS.VI,973896368,5.86243,Austria,telecommunication
880,Ponsse,PON1V.HE,967726119,34.5673,Finland,#N/D
881,Newag,NWG.WA,966878393,21.4862,Poland,manufacturing
882,Samhällsbyggnadsbolaget i Norden,SBB-B.ST,966856643,0.516928,Sweden,real_state
883,Asseco South Eastern Europe,ASE.WA,957346685,18448,Poland,services
884,Savencia Fromage &amp; Dairy,SAVE.PA,955565596,73.1052,France,food
885,Montepino Logística,MLMTP.PA,953971762,11.0942,Spain,investment
886,Mensch und Maschine,MUM.F,953211505,56.4639,Germany,sw
887,Caisse Régionale de Crédit Agricole Mutuel Loire Haute-Loire,CRLO.PA,951203087,118533,France,bank
888,Crédit Agricole Mutuel de la Touraine et du Poitou,CRTO.PA,946262762,145673,France,bank
889,Renta 4 Banco,R4.MC,945690402,23.2395,Spain,financial
890,Salvatore Ferragamo,SFER.MI,945343683,5.70594,Italy,#N/D
891,Bergman &amp; Beving,BERG-B.ST,942152692,35.1971,Sweden,#N/D
892,BKS Bank,BKS.VI,939492275,20.5535,Austria,bank
893,Rhön-Klinikum,RHK.DE,938061450,14.0138,Germany,healthcare
894,Paul Hartmann,PHH2.F,937397234,263926,Germany,manufacturing
895,SMA Solar Technology,S92.F,936895952,26.9999,Germany,energy
896,AT&amp;S Austria Technologie &amp; Systemtechnik,ATS.VI,936882498,24.1154,Austria,semiconductor
897,Sto SE &amp; Co. KGaA,STO3.DE,935045684,145.51,Germany,#N/D
898,Sipef,SIP.BR,934341482,88.5204,Belgium,#N/D
899,Admie Holding,ADMIE.AT,923021711,3.98225,Greece,#N/D
900,JOST Werke SE,JST.DE,904823080,60.7264,Germany,manufacturing
901,Frequentis,FQT.VI,902334531,67.9668,Austria,tech
902,MLP SE,MLP.DE,900741594,8.24477,Germany,financial
903,Grenke,GLJ.F,890471325,20.1565,Germany,financial
904,Voyageurs du Monde,ALVDM.PA,889684759,193857,France,#N/D
905,Aktia Bank,AKTIA.HE,887525740,12.1219,Finland,bank
906,Troax Group AB,TROAX.ST,886764490,14.8176,Sweden,manufacturing
907,Nürnberger Versicherung,NBG6.F,885222248,74.9737,Germany,insurance
908,Synsam,SYNSAM.ST,884598144,6.12124,Sweden,#N/D
909,Synergie SE,SDG.PA,883866238,38.6547,France,services
